device_id,hostname,rank,total_images_processed,total_processing_time_ms,images_per_second,average_processing_time_ms,avg_memory_usage_mb,avg_cpu_usage_percent,avg_network_latency_ms,avg_throughput_mbps,model_name,timestamp
PlamaLV_rank_0,PlamaLV,0,64,29446.71607017517,2.173417227492535,460.10493859648705,3381.2305968237706,3.4557377049180324,1840.3138667345047,3.818043615462933,mobilenetv2,2025-06-28T01:25:38.753560
