device_id,hostname,rank,total_images_processed,total_processing_time_ms,images_per_second,average_processing_time_ms,avg_memory_usage_mb,avg_cpu_usage_percent,avg_network_latency_ms,avg_throughput_mbps,model_name,timestamp
PlamaLV_rank_0,PlamaLV,0,64,50314.98169898987,1.2719869478017691,786.1715890467167,3401.022235576923,3.7589743589743594,0.0,0.0,mobilenetv2,2025-06-28T01:48:13.377253
