batch_id,batch_size,start_time,end_time,total_time_ms,pipeline_utilization,accuracy,images_per_second,model_name,num_devices,timestamp
1,8,1751093559.8545635,1751093566.720742,6866.178512573242,0.0,62.5,1.1651313733469821,,1,2025-06-28T01:52:46.720872
0,8,1751093559.8505688,1751093566.8563206,7005.751848220825,0.0,75.0,1.141918836595914,,1,2025-06-28T01:52:46.856416
2,8,1751093559.8581107,1751093566.8565063,6998.395681381226,0.0,75.0,1.143119132472529,,1,2025-06-28T01:52:46.856555
4,8,1751093566.8701878,1751093573.0474482,6177.260398864746,0.0,62.5,1.2950724890066536,,1,2025-06-28T01:52:53.047546
3,8,1751093566.7350316,1751093573.4744792,6739.447593688965,0.0,100.0,1.1870409093308265,,1,2025-06-28T01:52:53.474565
5,8,1751093566.8734808,1751093573.8410091,6967.528343200684,0.0,87.5,1.1481833450748518,,1,2025-06-28T01:52:53.841084
6,8,1751093573.061113,1751093578.1100636,5048.950433731079,0.0,75.0,1.5844877276975269,,1,2025-06-28T01:52:58.110158
7,8,1751093573.4981592,1751093578.1178966,4619.737386703491,0.0,100.0,1.7317001661232014,,1,2025-06-28T01:52:58.117955
