device_id,hostname,rank,total_images_processed,total_processing_time_ms,images_per_second,average_processing_time_ms,avg_memory_usage_mb,avg_cpu_usage_percent,avg_network_latency_ms,avg_throughput_mbps,model_name,timestamp
PlamaLV_rank_0,PlamaLV,0,0,0.0,0.0,0.0,5952.6875,0.4,0.0,0.0,mobilenetv2,2025-06-27T13:09:25.209746
